0		0.36640991613580703
1		0.365869775482261
21		0.34243331593313037
2		0.32595008801502784
14		0.31930022721294926
3		0.3062077714054014
4		0.3023218739781193
15		0.28210048571405244
5		0.27931762674486127
6		0.2792693138990324
7		0.2665974640434064
19		0.24600538803947525
8		0.24195257591268385
9		0.2304344420220442
10		0.22802543813689824
11		0.2227059269732405
20		0.1857525658021741
23		0.17852662800657845
13		0.15715472366291355
17		0.14246122960723237
18		0.14178655275547905
16		0.1400322671149187
12		0.10556060688619293
24		0.08051426330406737
22		0.06596411869024775
