0		0.7735056265361533
22		0.765078581930617
1		0.7110573141221245
23		0.6738871851219059
2		0.6133276511583684
20		0.5790782907640424
21		0.5609151338641485
3		0.5606091163503354
4		0.5535377384425294
5		0.5501008228999685
18		0.5253416934373489
6		0.5237129843159086
7		0.5109792627780626
8		0.5069184238201276
9		0.5049555381934571
14		0.5038320421630192
10		0.49099596768102394
11		0.48657739238374553
13		0.4721456272586895
17		0.42583402229288253
16		0.3226858144244679
12		0.28801205160403054
24		0.28679475011990435
15		0.23676088661145253
19		0.21070574933122352
