Run Value_Current_Best Current_Best 25 Value_Solution_At_Iteration Solution_At_Iteration
1 3.530742 0 2 3 4 2 3 3 0 0 3 1 4 0 0 0 3 1 4 2 4 2 2 0 1 2 3.504973 0 3 4 4 3 4 4 1 0 2 0 3 3 4 2 0 2 3 4 4 4 3 0 1 1
1 3.504973 0 3 4 4 3 4 4 1 0 2 0 3 3 4 2 0 2 3 4 4 4 3 0 1 1 3.474531 3 0 0 1 4 3 3 2 4 3 2 4 3 0 4 0 3 0 0 0 1 3 3 3 2
1 3.474531 3 0 0 1 4 3 3 2 4 3 2 4 3 0 4 0 3 0 0 0 1 3 3 3 2 3.345008 4 1 2 0 1 3 3 0 0 1 1 1 0 3 4 3 2 0 2 2 1 2 3 3 0
1 3.345008 4 1 2 0 1 3 3 0 0 1 1 1 0 3 4 3 2 0 2 2 1 2 3 3 0 3.262339 0 3 0 2 0 4 3 3 2 4 1 1 0 0 0 1 2 3 0 0 3 2 3 4 0
1 3.262339 0 3 0 2 0 4 3 3 2 4 1 1 0 0 0 1 2 3 0 0 3 2 3 4 0 3.179151 0 1 3 4 2 4 2 3 2 2 1 0 1 4 2 3 2 1 3 0 0 3 0 2 0
1 3.179151 0 1 3 4 2 4 2 3 2 2 1 0 1 4 2 3 2 1 3 0 0 3 0 2 0 2.968973 2 0 4 4 4 1 1 1 4 1 4 4 0 0 0 1 3 0 1 0 0 4 4 2 0
1 2.968973 2 0 4 4 4 1 1 1 4 1 4 4 0 0 0 1 3 0 1 0 0 4 4 2 0 2.574212 1 1 3 4 1 3 0 3 4 0 3 3 4 1 2 0 2 0 0 0 0 4 1 4 4
1 2.574212 1 1 3 4 1 3 0 3 4 0 3 3 4 1 2 0 2 0 0 0 0 4 1 4 4 2.341604 2 2 1 4 0 3 0 3 2 2 1 4 0 4 2 0 0 0 2 0 0 0 0 2 0
1 2.341604 2 2 1 4 0 3 0 3 2 2 1 4 0 4 2 0 0 0 2 0 0 0 0 2 0 0.200842 0 2 1 4 2 4 4 3 0 2 1 0 0 4 2 0 0 1 1 0 0 0 0 2 0
1 0.200842 0 2 1 4 2 4 4 3 0 2 1 0 0 4 2 0 0 1 1 0 0 0 0 2 0 4.662916 0 3 4 4 3 4 4 1 0 2 0 4 3 4 2 0 2 3 3 4 4 3 0 1 1
1 4.662916 0 3 4 4 3 4 4 1 0 2 0 4 3 4 2 0 2 3 3 4 4 3 0 1 1 3.68151 0 3 4 4 3 4 4 1 0 0 0 3 3 4 3 4 4 3 4 2 4 3 0 1 4
1 3.68151 0 3 4 4 3 4 4 1 0 0 0 3 3 4 3 4 4 3 4 2 4 3 0 1 4 3.572391 0 4 0 3 4 0 1 3 1 0 4 2 4 2 4 0 1 0 3 4 3 2 0 4 0
1 3.572391 0 4 0 3 4 0 1 3 1 0 4 2 4 2 4 0 1 0 3 4 3 2 0 4 0 3.567147 4 3 4 4 3 4 2 1 0 2 0 2 3 2 0 1 4 3 4 1 4 0 0 0 0
1 3.567147 4 3 4 4 3 4 2 1 0 2 0 2 3 2 0 1 4 3 4 1 4 0 0 0 0 3.545604 4 4 0 4 4 0 1 3 1 0 3 2 1 2 4 2 1 0 3 4 3 3 0 4 0
1 3.545604 4 4 0 4 4 0 1 3 1 0 3 2 1 2 4 2 1 0 3 4 3 3 0 4 0 3.54406 0 3 3 4 3 4 4 1 0 0 0 3 3 4 3 0 4 3 4 2 4 3 0 1 4
1 3.54406 0 3 3 4 3 4 4 1 0 0 0 3 3 4 3 0 4 3 4 2 4 3 0 1 4 3.536924 0 4 0 4 4 0 1 3 1 0 3 2 4 2 4 2 1 0 3 4 3 2 0 4 0
1 3.536924 0 4 0 4 4 0 1 3 1 0 3 2 4 2 4 2 1 0 3 4 3 2 0 4 0 3.502526 0 3 3 4 3 4 4 1 0 0 0 3 4 4 3 0 4 3 4 2 4 3 0 1 4
1 3.502526 0 3 3 4 3 4 4 1 0 0 0 3 4 4 3 0 4 3 4 2 4 3 0 1 4 3.499748 0 3 4 4 3 4 4 1 0 2 0 3 3 4 2 0 2 4 4 2 4 3 0 1 4
1 3.499748 0 3 4 4 3 4 4 1 0 2 0 3 3 4 2 0 2 4 4 2 4 3 0 1 4 3.499293 0 4 0 4 4 0 1 3 1 1 3 2 4 0 4 1 2 4 0 4 3 2 0 0 0
1 3.499293 0 4 0 4 4 0 1 3 1 1 3 2 4 0 4 1 2 4 0 4 3 2 0 0 0 3.492621 0 3 4 4 3 4 4 1 0 2 0 3 3 4 0 0 2 4 4 2 4 3 0 1 4
1 3.492621 0 3 4 4 3 4 4 1 0 2 0 3 3 4 0 0 2 4 4 2 4 3 0 1 4 3.487905 0 3 4 4 3 4 4 1 0 3 0 0 3 4 3 0 4 3 4 2 4 3 0 1 4
1 3.487905 0 3 4 4 3 4 4 1 0 3 0 0 3 4 3 0 4 3 4 2 4 3 0 1 4 3.441279 0 3 4 3 3 4 4 1 0 0 0 3 3 4 4 0 2 4 4 2 4 3 0 1 4
