 Run	    Fitness	                                                                                                                                                                                                Solution
   1	  353074200	000000000bebc20011e1a30017d784000bebc20011e1a30011e1a300000000000000000011e1a30005f5e10017d7840000000000000000000000000011e1a30005f5e10017d784000bebc20017d784000bebc2000bebc2000000000005f5e1000bebc200
   1	  350497300	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e100000000000bebc2000000000011e1a30011e1a30017d784000bebc200000000000bebc20011e1a30017d7840017d7840017d7840011e1a3000000000005f5e10005f5e100
   1	  347453100	11e1a300000000000000000005f5e10017d7840011e1a30011e1a3000bebc20017d7840011e1a3000bebc20017d7840011e1a3000000000017d784000000000011e1a30000000000000000000000000005f5e10011e1a30011e1a30011e1a3000bebc200
   1	  334500800	17d7840005f5e1000bebc2000000000005f5e10011e1a30011e1a300000000000000000005f5e10005f5e10005f5e1000000000011e1a30017d7840011e1a3000bebc200000000000bebc2000bebc20005f5e1000bebc20011e1a30011e1a30000000000
   1	  326233900	0000000011e1a300000000000bebc2000000000017d7840011e1a30011e1a3000bebc20017d7840005f5e10005f5e10000000000000000000000000005f5e1000bebc20011e1a300000000000000000011e1a3000bebc20011e1a30017d7840000000000
   1	  317915100	0000000005f5e10011e1a30017d784000bebc20017d784000bebc20011e1a3000bebc2000bebc20005f5e1000000000005f5e10017d784000bebc20011e1a3000bebc20005f5e10011e1a300000000000000000011e1a300000000000bebc20000000000
   1	  296897300	0bebc2000000000017d7840017d7840017d7840005f5e10005f5e10005f5e10017d7840005f5e10017d7840017d7840000000000000000000000000005f5e10011e1a3000000000005f5e100000000000000000017d7840017d784000bebc20000000000
   1	  257421200	05f5e10005f5e10011e1a30017d7840005f5e10011e1a3000000000011e1a30017d784000000000011e1a30011e1a30017d7840005f5e1000bebc200000000000bebc2000000000000000000000000000000000017d7840005f5e10017d7840017d78400
   1	  234160400	0bebc2000bebc20005f5e10017d784000000000011e1a3000000000011e1a3000bebc2000bebc20005f5e10017d784000000000017d784000bebc2000000000000000000000000000bebc200000000000000000000000000000000000bebc20000000000
   1	   20084200	000000000bebc20005f5e10017d784000bebc20017d7840017d7840011e1a300000000000bebc20005f5e100000000000000000017d784000bebc200000000000000000005f5e10005f5e100000000000000000000000000000000000bebc20000000000
   1	  466291600	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e100000000000bebc2000000000017d7840011e1a30017d784000bebc200000000000bebc20011e1a30011e1a30017d7840017d7840011e1a3000000000005f5e10005f5e100
   1	  368151000	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e10000000000000000000000000011e1a30011e1a30017d7840011e1a30017d7840017d7840011e1a30017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  357239100	0000000017d784000000000011e1a30017d784000000000005f5e10011e1a30005f5e1000000000017d784000bebc20017d784000bebc20017d784000000000005f5e1000000000011e1a30017d7840011e1a3000bebc2000000000017d7840000000000
   1	  356714700	17d7840011e1a30017d7840017d7840011e1a30017d784000bebc20005f5e100000000000bebc200000000000bebc20011e1a3000bebc2000000000005f5e10017d7840011e1a30017d7840005f5e10017d7840000000000000000000000000000000000
   1	  354560400	17d7840017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e1000000000011e1a3000bebc20005f5e1000bebc20017d784000bebc20005f5e1000000000011e1a30017d7840011e1a30011e1a3000000000017d7840000000000
   1	  354406000	0000000011e1a30011e1a30017d7840011e1a30017d7840017d7840005f5e10000000000000000000000000011e1a30011e1a30017d7840011e1a3000000000017d7840011e1a30017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  353692400	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e1000000000011e1a3000bebc20017d784000bebc20017d784000bebc20005f5e1000000000011e1a30017d7840011e1a3000bebc2000000000017d7840000000000
   1	  350252600	0000000011e1a30011e1a30017d7840011e1a30017d7840017d7840005f5e10000000000000000000000000011e1a30017d7840017d7840011e1a3000000000017d7840011e1a30017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  349974800	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e100000000000bebc2000000000011e1a30011e1a30017d784000bebc200000000000bebc20017d7840017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  349929300	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840005f5e1000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   1	  349262100	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e100000000000bebc2000000000011e1a30011e1a30017d7840000000000000000000bebc20017d7840017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  348790500	0000000011e1a30017d7840017d7840011e1a30017d7840017d7840005f5e1000000000011e1a300000000000000000011e1a30017d7840011e1a3000000000017d7840011e1a30017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
   1	  344127900	0000000011e1a30017d7840011e1a30011e1a30017d7840017d7840005f5e10000000000000000000000000011e1a30011e1a30017d7840017d78400000000000bebc20017d7840017d784000bebc20017d7840011e1a3000000000005f5e10017d78400
