 Run	    Fitness	                                                                                                                                                                                                Solution
   3	   50588240	11e1a30011e1a300000000000000000005f5e1000000000011e1a3000000000005f5e1000bebc20017d7840005f5e1000000000011e1a3000bebc2000000000017d7840017d7840011e1a30017d784000000000011e1a30017d784000bebc20005f5e100
   3	   50588240	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   3	   51855442	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   3	   51855442	0000000017d78400000000000000000017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a30017d7840017d784000000000017d7840017d7840017d7840000000000000000000000000011e1a3000bebc200000000000000000000000000
   3	   53458738	0000000017d78400000000000000000017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a30017d7840017d784000000000017d7840017d7840017d7840000000000000000000000000011e1a3000bebc200000000000000000000000000
   3	   55758824	0000000017d784000000000017d7840017d784000000000011e1a30011e1a30005f5e10005f5e10011e1a3000bebc20017d784000bebc20017d7840017d784000bebc20017d784000000000017d784000bebc2000bebc200000000000000000000000000
   3	   55758824	05f5e10017d784000000000000000000000000000000000011e1a30011e1a30005f5e10005f5e10011e1a3000bebc20017d784000bebc20005f5e10017d784000bebc20017d784000000000017d784000bebc20017d78400000000000000000000000000
   3	   56981659	05f5e10017d784000000000000000000000000000000000011e1a30011e1a30005f5e10005f5e10011e1a3000bebc20017d784000bebc20005f5e10017d784000bebc20017d784000000000017d784000bebc20017d78400000000000000000000000000
   3	   59224326	00000000000000000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a30017d78400000000000000000017d7840017d7840017d7840000000000000000000000000017d7840000000000000000000000000000000000
   3	   59224326	05f5e10017d784000000000000000000000000000000000011e1a30005f5e1000000000005f5e10011e1a3000bebc20017d7840017d7840005f5e10017d7840017d78400000000000000000017d784000bebc20017d78400000000000000000000000000
   3	   59224326	05f5e10017d784000000000000000000000000000000000011e1a30005f5e1000000000005f5e10011e1a3000bebc20017d7840017d7840005f5e10017d7840017d78400000000000000000017d784000bebc20017d78400000000000000000000000000
   3	   59224326	05f5e10017d784000000000000000000000000000000000011e1a30005f5e1000000000005f5e10011e1a3000bebc20017d7840017d7840005f5e10017d7840017d78400000000000000000017d784000bebc20017d78400000000000000000000000000
   3	   59224326	05f5e10017d784000000000000000000000000000000000011e1a30005f5e1000000000005f5e10011e1a3000bebc20017d7840017d7840005f5e10017d7840017d78400000000000000000017d784000bebc20017d78400000000000000000000000000
   3	   67073659	05f5e10017d784000000000000000000000000000000000011e1a30005f5e1000000000005f5e10011e1a3000bebc20017d7840017d7840005f5e10017d7840017d78400000000000000000017d784000bebc20017d78400000000000000000000000000
