Run,Fitness,Blocks
31,1.420030594,16448 16448 16448 16448 16448 32832 16448 16448 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832 32832 16448 0 0 0 0 0
31,0.798642755,64 32831 16448 16448 16448 32831 32831 32831 16448 16448 32831 32831 32831 32831 32831 0 0 0 0 0 0 0 0 0 0
31,0.035987671,64 16448 16448 16448 16448 64 16448 16448 16448 16448 64 64 16448 16448 64 64 64 64 64 64 64 64 64 64 64
32,2.713759899,16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 32831 16448 16448 16448 16448 32831 16448 16448 16448 16448
32,2.69105196,16448 0 0 0 0 16448 16448 32831 32831 0 16448 32832 64 32831 32831 16448 16448 32831 32831 32831 16448 16448 16448 32831 32831
32,2.676750183,16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 32832 32832 32832 16448 0 32832 32832 32832 0 32832 32832 32832 32832 32832
32,2.654109955,16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 32831 16448 16448 16448 16448 32831 32831 16448 16448 16448
32,0.642374337,16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 0 16448 16448 16448 16448 0 0 16448 16448 16448 0 0 0 0 0
32,0.075633191,16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 64 16448 16448 16448 16448 64 64 64 64 64 64 64 64 64 64
33,1.870455742,32831 32831 32831 32831 32831 32832 32832 16448 16448 16448 32832 32832 0 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832
33,0.408960223,32831 16448 16448 16448 16448 32832 16448 16448 16448 16448 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448
33,0.035817835,16448 16448 32831 32831 32831 16448 32831 32831 32831 32831 16448 32831 32831 32831 32831 16448 32831 32831 32831 32831 16448 32831 32831 32831 32831
33,0.028411195,16448 16448 16448 16448 16448 16448 16448 16448 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831
33,0.024779964,16448 16448 16448 16448 16448 32831 32831 32831 16448 16448 32831 32831 0 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831
33,-0.253640413,32831 32831 16448 16448 32831 32832 32831 32831 16448 32831 32832 32832 32831 32831 32831 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831
34,2.759039402,0 0 16448 16448 16448 0 0 16448 16448 16448 0 0 16448 16448 16448 0 32832 16448 16448 16448 32832 32832 32832 16448 16448
34,2.598895788,0 0 32831 32831 32831 0 32831 32831 32831 32831 0 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832
34,2.455708027,32831 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 16448 32832 32832 32832
34,1.24964416,64 64 64 64 64 64 64 64 64 64 64 64 64 64 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 32832
34,0.155799389,0 16448 16448 16448 16448 16448 16448 16448 16448 16448 32831 32831 32831 16448 16448 32831 32831 32831 32831 32831 32831 32831 32831 32831 32831
34,-0.001952663,32832 32831 32831 32831 32831 32832 32831 32831 32831 32831 32832 32831 32831 32831 32831 32832 32831 32831 32831 32831 32831 32831 32831 32831 32831
35,2.72324276,32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832
35,2.651674271,16448 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 32831 32831 32832 32832 32831 32831 32831 32832 32832 32831 32831 32831 32832 32832
35,2.633511543,0 0 16448 16448 16448 0 0 0 16448 16448 0 0 0 0 16448 0 0 0 0 0 0 0 0 0 0
35,2.615715265,32831 32831 16448 16448 16448 32832 32832 16448 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448
35,2.365547657,0 0 0 0 0 0 0 0 0 0 64 64 64 64 64 64 64 64 64 64 32832 32832 32832 32832 32832
35,2.184114218,0 16448 16448 16448 16448 0 32831 16448 16448 16448 32831 32831 32831 16448 16448 32831 32831 32831 32831 16448 32831 32831 32831 32831 16448
36,2.691042423,16448 16448 16448 32832 32832 16448 16448 16448 16448 32832 16448 16448 32831 16448 32832 16448 16448 32831 16448 32832 16448 32831 32831 32832 32832
36,2.645742416,32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 32831 32831 32831 32832 32832 32831 32831 32831 32832 32832 32831 32831 32831 32831 32831
36,2.488102674,32832 32832 32832 32832 32832 32832 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832
36,2.28622818,64 32832 32832 32832 32832 64 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 16448 32832 32832 32832
36,1.407326221,32832 64 64 64 32832 64 64 64 0 0 64 64 0 0 0 64 64 64 0 0 32832 64 64 0 0
36,0.000536335,0 0 0 0 0 0 0 0 0 0 0 0 32832 0 0 0 0 0 0 0 0 0 0 0 0
37,2.58749342,16448 16448 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832 16448 32831 32832 32832 32832 32831 32831 32831 32832 32832
37,1.97895062,64 16448 16448 32832 32832 16448 16448 32832 32832 32832 32831 16448 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32831 32832 32832
37,1.366520643,0 0 0 32832 32832 0 0 0 0 32832 0 0 0 0 32832 0 0 0 0 32832 0 0 0 32832 32832
37,0.634606838,16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832
37,0.031502552,16448 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 32832 32832 32832 16448 32832 32832 32832 32832
37,-0.018647341,32832 64 64 64 64 32832 64 64 64 64 32832 64 64 64 64 64 64 64 64 64 64 64 64 64 64
38,2.693433285,0 0 0 0 0 0 0 0 0 0 16448 0 64 0 0 16448 16448 64 0 0 16448 16448 16448 0 0
38,2.635534286,32832 16448 32831 32831 32831 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448
38,2.547391891,64 64 64 32832 32832 64 16448 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32831 32832 32832
38,2.41328764,64 32832 32832 32832 32832 32831 32832 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32832 32832 32832
38,2.048055172,64 64 64 64 64 64 0 32832 32832 32832 32831 32831 32832 32832 32832 32831 32831 32831 32832 32832 32831 32831 32831 32831 32832
38,-1.084831238,32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 32832 32832 32832 32832 16448 32832 32832 32832 32832 32831
39,2.776422024,0 0 0 0 0 0 0 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 16448 0
39,2.725394249,0 16448 16448 16448 16448 0 0 32832 16448 16448 0 0 32832 16448 16448 64 64 16448 16448 16448 64 64 16448 16448 16448
39,2.724797726,32832 32832 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448
39,2.709386826,16448 32832 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448
39,2.316525459,0 0 32832 32832 32832 0 0 32832 32832 32832 0 16448 16448 32832 32832 0 16448 16448 16448 32832 0 16448 16448 16448 0
39,0.051132824,0 0 0 0 0 16448 16448 64 0 0 16448 16448 16448 64 64 64 16448 16448 64 64 64 64 64 64 64
40,2.725873947,0 0 0 0 0 0 0 32832 32832 0 16448 16448 32832 32832 0 16448 16448 32832 32832 0 16448 16448 16448 0 0
40,2.507237911,0 0 16448 16448 0 0 16448 16448 16448 16448 0 16448 16448 16448 16448 16448 16448 16448 16448 16448 0 16448 16448 16448 0
40,2.37268424,0 0 0 0 0 16448 16448 32832 0 0 16448 16448 16448 32832 0 16448 16448 16448 0 0 16448 16448 16448 16448 0
40,2.303369045,32831 32831 32831 32831 32831 32831 32831 16448 16448 32831 32831 16448 16448 16448 16448 32831 0 16448 16448 32831 32831 0 0 32831 32831
40,0.961901248,0 0 32832 32832 32832 0 32832 32832 32832 32832 0 32832 32832 32832 32832 0 32832 32832 32832 32832 0 32832 32832 32832 32832
40,0.039276469,0 0 0 16448 16448 64 16448 16448 16448 16448 64 16448 16448 16448 64 64 64 64 64 64 64 64 64 64 64
41,2.694816828,0 0 0 32832 0 0 32832 32832 32832 32832 0 32832 32832 32832 32832 0 32832 32832 32832 32832 0 32832 32832 32832 0
41,2.645515919,0 0 32832 32832 32832 0 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 16448 0
41,2.60845542,0 0 0 16448 16448 0 0 16448 16448 16448 0 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448 16448
41,2.358949661,0 0 0 0 0 0 0 0 0 0 16448 16448 0 0 0 16448 16448 0 0 0 16448 16448 0 0 0
41,2.108548641,64 64 64 32832 32832 64 64 32832 32832 32832 16448 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 32832 32832 32832
41,0.055085883,16448 16448 16448 16448 16448 32831 32831 64 64 64 32831 32831 64 64 64 32831 32831 64 64 64 32831 32831 64 64 64
42,2.653892994,32832 32832 32832 32832 32832 16448 16448 32832 32832 32832 16448 16448 16448 32832 32832 16448 16448 16448 16448 32832 16448 16448 16448 16448 32832
42,2.197084427,0 0 0 0 0 0 32832 32832 32832 0 0 32832 32832 32832 32832 0 32832 32832 32832 0 0 0 32832 0 0
42,1.714527726,0 0 0 0 0 0 0 32832 32832 0 0 0 32832 32832 0 0 0 32832 32832 0 0 0 0 0 0
42,1.338107109,16448 16448 16448 16448 16448 32831 32831 32831 0 0 32831 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42,1.244046092,0 0 0 0 0 0 0 32832 0 0 0 32832 32832 32832 0 0 0 32832 0 0 0 0 0 0 0
42,0.058074635,32832 16448 16448 16448 16448 32832 32831 32831 16448 16448 64 32831 32831 32831 16448 64 64 32831 32831 64 64 64 64 64 64
