0		0.5052359444754464
20		0.4761850493294852
14		0.4539729186466762
1		0.38211911065237864
2		0.3569682666233608
22		0.3382710729326521
18		0.3133398805345808
15		0.3073725019182478
3		0.30713047300066265
4		0.3068040098462786
5		0.3056389944893973
6		0.303964512688773
7		0.3032074655805315
8		0.2992401123046875
9		0.290165764944894
10		0.27818879059382845
11		0.27325827734810965
16		0.2538743189402989
12		0.21201378958565847
13		0.20743138449532644
17		0.19876771313803537
21		0.17272962842668807
23		0.17031146798815047
19		0.16499505724225724
24		0.14740405763898576
