19		0.1772117205443812
0		0.17701048025586916
1		0.1640317607164724
2		0.1289820466430402
3		0.1274401111493636
4		0.12402275260084858
5		0.12356947590523694
20		0.12282632792285925
16		0.12223776829600845
6		0.12076161961698736
7		0.11908405157970597
8		0.1177157966875723
24		0.11768558506290289
22		0.11644494721135697
9		0.11367509634539122
10		0.11255102437282666
11		0.10963686887116221
18		0.10944804408519565
14		0.10925255961002027
12		0.10907961234173208
13		0.10890430305819314
15		0.10810613802744766
23		0.10452672988389523
21		0.07278714568829843
17		0.06654621108577657
